Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2015-01-02,93.00149536132812,93.24985286574295,92.14686467060598,92.24912788626877,9432000
2015-01-05,94.46240997314453,94.68884915356571,93.46898553273553,93.50550492506916,9789500
2015-01-06,96.16438293457031,96.77797352019618,95.0979250243806,95.47045301012788,18331300
2015-01-07,95.97445678710938,96.39812191329544,95.08330102958969,95.47044118620086,9762900
2015-01-08,94.70346069335938,95.22938904286991,94.53545920961054,95.2220885073524,8055300
2015-01-09,95.7406997680664,95.76991305094133,94.2578665210629,94.37474194427021,9398800
2015-01-12,96.28852844238281,96.64644405456347,95.63111263043551,95.68955033455433,6658100
2015-01-13,96.28852844238281,96.86558265854592,95.79181353029914,95.97442717597576,8260800
2015-01-14,97.0190200805664,97.96860248408679,96.93135791798028,97.67642499775077,12324500
2015-01-15,98.54566192626953,98.6333129375376,96.91673966116488,97.04092678826926,11454200
2015-01-16,97.28924560546875,98.3776157774389,97.1723701996921,98.12196336638615,9390500
2015-01-20,98.58214569091797,98.69170940920765,97.93204162207952,97.9758671093954,7758700
2015-01-21,97.44261932373047,99.04231635506304,97.1212287277432,98.75743956495246,9803900
2015-01-22,97.09199523925781,98.01236374922209,96.62450488002764,97.88088731030548,10200000
2015-01-23,98.44338989257812,98.69904236786182,97.9905003678712,98.10007526801132,7334600
2015-01-26,98.1438980102539,98.75017677391357,97.91745882719462,98.49451315996329,5966500
2015-01-27,98.29729461669922,99.43680216869757,97.9904938334496,99.1446136003299,8079600
2015-01-28,99.9043197631836,100.37181045320585,98.3922727706361,98.42879774479634,12230300
2015-01-29,99.24689483642578,99.8312609334301,98.94741682501207,99.42950854512361,8881400
2015-01-30,101.00727081298828,101.16797173195644,100.2037662181475,100.59091744719169,14871200
2015-02-02,100.62596893310547,100.94802067427065,100.0257907350726,100.05506308954597,13689900
2015-02-03,98.49600982666016,99.38895582318942,98.34961461794371,99.28648587811975,14008700
2015-02-04,98.66435241699219,98.80342116635859,97.43470188904566,97.7055240945858,11360400
2015-02-05,97.58109283447266,98.24714187425965,97.42738233705346,98.07880079109468,8334600
2015-02-06,95.85375213623047,96.87113645307751,95.58292989242757,96.65155477402236,13685600
2015-02-09,95.7000732421875,96.60034613865454,95.7000732421875,96.59303084201042,8025500
2015-02-10,94.93885803222656,95.4951220585552,94.7412333620821,95.25358327690985,8290700
2015-02-11,95.1144790649414,95.34870246359338,94.38987415818283,94.93149622288942,6506400
2015-02-12,94.79975891113281,95.5463209046353,94.74851835184445,94.90222886132258,12548300
2015-02-13,93.82628631591797,94.80707169439299,93.75308870984034,94.79242993950012,8325200
2015-02-17,92.41366577148438,93.63598994392804,92.16480617650538,93.5408408664267,14968800
2015-02-18,92.96256256103516,93.49686909082995,92.5673191310029,92.82349387708196,14009200
2015-02-19,92.3478012084961,93.28467268771531,92.3478012084961,92.79427989534189,8584800
2015-02-20,92.61863708496094,93.69457198274489,92.22339330071156,92.99192381189575,12502500
2015-02-23,93.67992401123047,93.81167192272598,93.07242502662977,93.09438208117987,7500500
2015-02-24,94.9095230102539,94.99735118559627,93.08701577740106,93.43102435533791,11958300
2015-02-25,95.3194351196289,95.43654683881569,94.47771837079904,94.75585591177055,8019800
2015-02-26,94.01661682128906,95.37069482116134,93.98001800565108,94.93153137028641,11020500
2015-02-27,94.8071060180664,94.87297718635207,93.8848761568949,94.43382489605689,9225100
2015-03-02,93.0411605834961,94.65455204531537,92.96782028448851,94.60321159797836,11324000
2015-03-03,92.7038345336914,93.40785789973236,92.68182908265356,93.05584341917171,8599000
2015-03-04,92.73313903808594,93.16582327099796,92.52047009089671,93.09248857247627,6478900
2015-03-05,92.61583709716797,93.04851588663566,92.32982775614472,92.79184155431747,6045000
2015-03-06,90.56974792480469,91.54511578373709,90.18106893013771,91.42777577285214,20022900
2015-03-09,91.40577697753906,91.57445184636855,91.0317626823639,91.43511198059983,8889100
2015-03-10,92.60845184326172,92.72579181459874,92.22710812657198,92.38111264264347,9277900
2015-03-11,93.28314971923828,93.47382439520685,92.4911272095965,92.59379689779226,6663100
2015-03-12,93.2171630859375,94.01652085404652,92.93115382990959,94.01652085404652,10295900
2015-03-13,92.93115234375,93.56917039926483,92.76247749528987,92.96048734326826,7247200
2015-03-16,93.8258285522461,93.9798274727215,93.3344744177733,93.8258285522461,6374600
2015-03-17,94.60318756103516,94.68385739338336,94.07516887478437,94.27317867966734,6314000
2015-03-18,96.42924499511719,96.45857439070278,94.31717042800267,95.27053804177824,13981900
2015-03-19,95.93792724609375,96.52460486711992,95.5345779890195,96.21659575903368,9543800
2015-03-20,96.44393157958984,96.58327142617456,96.17259263002461,96.23126262806859,5953800
2015-03-23,96.3266372680664,96.61997617317256,96.0626277774061,96.58330601249381,5555500
2015-03-24,97.25799560546875,97.27266590794747,96.42196740677448,96.67864734442287,6713000
2015-03-25,96.43657684326172,97.36060389330409,96.4072474469776,97.33127449701998,5635800
2015-03-26,94.93319702148438,96.1725739123232,94.73518721539357,96.10657437367819,9536300
2015-03-27,96.1139144897461,96.16525492999452,95.32188636848544,95.35855651292617,7907900
2015-03-30,95.63726806640625,96.06994682064693,95.40258801587257,95.99660650731498,7010600
2015-03-31,95.84255981445312,96.04056960977084,95.27054146367317,95.51255094902702,6844300
2015-04-01,97.10145568847656,97.35866161631051,96.49149290151541,96.51353880351313,9273900
2015-04-02,96.0726547241211,96.98392699134467,95.98447106437278,96.95452496236959,6663400
2015-04-06,95.5361557006836,96.62379494885681,95.33038641626122,96.58704803087032,5923800
2015-04-07,96.3371810913086,96.43272082956582,95.42592037655099,95.70517226643592,4764900
2015-04-08,96.36662292480469,96.53564535083052,95.55089039768669,96.28578416216817,5378900
2015-04-09,95.11723327636719,96.21222831690136,94.89677425992154,96.17548140963319,6484200
2015-04-10,95.25685119628906,95.86681388639674,95.20541450432245,95.77128539743585,4843000
2015-04-13,95.38917541503906,95.52145085818118,95.08786639865818,95.19075103674135,4010600
2015-04-14,96.06531524658203,96.90309370224918,95.88893670354034,96.49889988293847,6075500
2015-04-15,95.9843978881836,96.4694300741994,95.7712838017354,96.3077526788608,4425200
2015-04-16,95.50676727294922,96.16816695883763,95.10257359220174,96.14612105021371,7085500
2015-04-17,96.60173034667969,96.78545368747352,95.31566696112287,95.36711487906489,7268800
2015-04-20,95.74925994873047,96.27838411479829,95.48469786569656,96.22694740582205,4949400
2015-04-21,95.3156967163086,95.86686691075168,95.21281206188934,95.70518942329481,4563800
2015-04-22,93.860595703125,95.20545211057045,93.728314653101,95.16870519403345,9707600
2015-04-23,94.2647705078125,94.69100998452093,93.77973821911854,93.91936974588641,6843400
2015-04-24,94.85271453857422,95.11726544778782,94.49995756578511,94.53670448548216,4773000
2015-04-27,94.85271453857422,95.16871337808078,94.33828008998647,94.85271453857422,4334900
2015-04-28,93.5445556640625,94.6101541631614,93.52250976525185,94.19125965859864,7464300
2015-04-29,92.39812469482422,92.9198981950927,92.0674193900635,92.45691188978574,11554800
2015-04-30,92.55982208251953,92.72149952864592,91.5015793923325,91.8910719997506,12876000
2015-05-01,91.31385803222656,92.07971687056406,91.08557518500264,91.85143402334013,12378500
2015-05-04,90.45222473144531,91.70410540972351,90.37122009267797,91.53473616015492,9144700
2015-05-05,90.32709503173828,90.59956024544836,89.6127840108067,90.47437322194358,13935500
2015-05-06,88.78060913085938,89.8852119542923,88.64069659366888,89.83366404726412,14355000
2015-05-07,89.97356414794922,90.26076037494667,89.36234935990873,89.4212628470619,11933700
2015-05-08,90.21662139892578,90.98248024485359,90.06933761030386,90.85728761994943,11716400
2015-05-11,88.02208709716797,89.58326059596834,87.99999594690406,89.56116944570442,13738600
2015-05-12,88.2503662109375,88.8321241568047,87.49923904108397,87.73488733145943,15861700
